,Date,name,tweet,death,Classification
41,2020-01-29,Donald J. Trump, for a guy who couldn t get approved for the ambassador to the un years ago couldn t get approved for anything since begged me for a non senate approved job which i gave him despite many saying don t do it sir takes the job mistakenly says libyan model on tv and,0,pos
42,2020-01-29,Donald J. Trump, democrats admitting the impeachment hoax  ,0,neg
43,2020-01-29,Donald J. Trump, thank you  ,0,pos
44,2020-01-29,Donald J. Trump, why didn t john bolton complain about this nonsense a long time ago when he was very publicly terminated he said not that it matters nothing,0,neg
45,2020-01-29,Donald J. Trump, no matter how many witnesses you give the democrats no matter how much information is given like the quickly produced transcripts it will never be enough for them they will always scream unfair the impeachment hoax is just another political con job,0,pos
46,2020-01-29,Donald J. Trump, if you want your children to inherit the blessings that generations of americans have fought and died to securethen we must devote everything we have toward victory in 2020 only this way can we save the america we love and drain the washington swamp once and for all  ,0,pos
47,2020-01-29,Donald J. Trump, democrats are now the party of high taxes high crime open borders lateterm abortion socialism and blatant corruption the republican party is the party of the american worker the american family and the american dream trumprallynj kag2020  ,0,pos
48,2020-01-29,Donald J. Trump, thank you wildwood new jersey keepamericagreat   t24s,0,pos
49,2020-01-29,Donald J. Trump, it s amazing what i ve done the most of any president in the first three years by far considering that for three years i ve been under phony political investigations and the impeachment hoax keep america great,0,pos
50,2020-01-29,Donald J. Trump, heading to new jersey big rally in fact really big rally,0,pos
51,2020-01-28,Donald J. Trump,    ,0,neg
52,2020-01-28,Donald J. Trump, the witch hunt continues  ,0,neg
53,2020-01-28,Donald J. Trump, this is what a future state of palestine can look like with a capital in parts of east jerusalem  ,0,pos
54,2020-01-28,Donald J. Trump,                ,0,neg
55,2020-01-28,Donald J. Trump, i will always stand with the state of israel and the jewish people i strongly support their safety and security and their right to live within their historical homeland it s time for peace  ,0,pos
56,2020-01-28,Donald J. Trump,                     ,0,neg
57,2020-01-28,Donald J. Trump,  ,0,neg
58,2020-01-28,Donald J. Trump, the fed should get smart lower the rate to make our interest competitive with other countries which pay much lower even though we are by far the high standard we would then focus on paying off refinancing debt there is almost no inflationthis is the time 2 years late,0,pos
59,2020-01-28,Donald J. Trump, are you better off now than you were three years ago almost everyone say yes,0,pos
60,2020-01-28,Donald J. Trump, so what the hell has happened to foxnews only i know chris wallace and others should be on fake news cnn or msdnc how s shep smith doing watch this will be the beginning of the end for fox just like the other two which are dying in the ratings social media is great,0,neg
61,2020-01-28,Donald J. Trump, really pathetic how foxnews is trying to be so politically correct by loading the airwaves with democrats like chris van hollen the no name senator from maryland he has been on forever playing up the impeachment hoax dems wouldn t even give fox their low ratings debates,0,neg
62,2020-01-28,Donald J. Trump, don lemon the dumbest man on television with terrible ratings  ,0,pos
63,2020-01-28,Donald J. Trump, charlie i always knew you are brilliant  ,0,pos
64,2020-01-28,Donald J. Trump, thank you to chuck all usmca is going to be great  ,0,pos
65,2020-01-28,Donald J. Trump, thank you roger it is a big hoax  ,0,pos
66,2020-01-28,Donald J. Trump, congrats to christine  ,0,neg
67,2020-01-28,Donald J. Trump, a full complete endorsement for repdonbacon who is doing a great job strong on crime loves our military vets 2a  ,0,pos
68,2020-01-27,Donald J. Trump,  ,0,neg
69,2020-01-27,Donald J. Trump,  ,0,neg
70,2020-01-27,Donald J. Trump, on international holocaust remembrance day we remember the millions of precious souls who perished as a result of the horrific crimes perpetrated by the nazi regime  ,0,pos
71,2020-01-27,Donald J. Trump, senate hearing on the impeachment hoax starts today at 100 pm,0,neg
72,2020-01-27,Donald J. Trump, we are in very close communication with china concerning the virus very few cases reported in usa but strongly on watch we have offered china and president xi any help that is necessary our experts are extraordinary,0,neg
73,2020-01-27,Donald J. Trump, schiff must release the ig report without changes or tampering which is said to be yet further exoneration of the impeachment hoax he refuses to give it does it link him to whistleblower why is he so adamant,0,pos
74,2020-01-27,Donald J. Trump, read the transcripts,0,neg
75,2020-01-27,Donald J. Trump, the democrat controlled house never even asked john bolton to testify it is up to them not up to the senate,0,neg
76,2020-01-27,Donald J. Trump, democrats said i never met and released the military aid to ukraine without any conditions or investigations and far ahead of schedule i also allowed ukraine to purchase javelin antitank missiles my administration has done far more than the previous administration,0,neg
77,2020-01-27,Donald J. Trump, transcripts of my calls with president zelensky are all the proof that is needed in addition to the fact that president zelensky the foreign minister of ukraine said there was no pressure and no problems additionally i met with president zelensky at the united nations,0,neg
78,2020-01-27,Donald J. Trump, i never told john bolton that the aid to ukraine was tied to investigations into democrats including the bidens in fact he never complained about this at the time of his very public termination if john bolton said this it was only to sell a book with that being said the,0,neg
79,2020-01-27,Donald J. Trump,  ,0,neg
80,2020-01-27,Donald J. Trump, melania and i send our warmest condolences to vanessa and the wonderful bryant family may god be with you all,0,pos
81,2020-01-27,Donald J. Trump, kobe bryant despite being one of the truly great basketball players of all time was just getting started in life he loved his family so much and had such strong passion for the future the loss of his beautiful daughter gianna makes this moment even more devastating,0,pos
82,2020-01-26,Donald J. Trump, reports are that basketball great kobe bryant and three others have been killed in a helicopter crash in california that is terrible news,0,pos
83,2020-01-26,Donald J. Trump, nothing done wrong read the transcripts,0,neg
84,2020-01-26,Donald J. Trump, majority of people say the us senate already has enough information foxnews,0,pos
85,2020-01-26,Donald J. Trump, 95 approval rating in the republican party thank you 191 federal judges a record and two supreme court justices approved best economy employment numbers ever thank you to our great new smart and nimble republican party join now it s where people want to be,0,pos
86,2020-01-26,Donald J. Trump, sleepyeyes chuck todd of meet the corrupt press just had a totally softball interview with conman adam schiff never even calling shifty out on his fraudulent statement to congress where he made up all of the words of my conversation with the ukrainian president fake news,0,neg
87,2020-01-26,Donald J. Trump, after having been exposed as a fraud and corrupt can anyone including sleepyeyes chuck todd of fake nbcnews continue to listen to his con,0,neg
88,2020-01-26,Donald J. Trump, again read the transcript michael goodwin new york post sunday,0,pos
89,2020-01-26,Donald J. Trump, great editorial in today s wall street journal and congress shall be king bottom line the president becomes a vassal of king congress this is another reason for the senate to repudiate this house impeachment as its own abuse of power a partisan hoax,0,neg
90,2020-01-26,Donald J. Trump, why didn t schiff release this  ,0,neg
91,2020-01-26,Donald J. Trump, a very good question  ,0,pos
92,2020-01-26,Donald J. Trump, this is what democrats have done they want to create the idea that there is all this smoke so people think there s fire they did this with russia collusion there was no fire it makes zero sense what the democrats are accusing him of lisamarieboothe foxandfriends,0,neg
93,2020-01-26,Donald J. Trump, it was amazing to watch three days of arguments dismantled in two hours petehegseth foxandfriends,0,neg
94,2020-01-26,Donald J. Trump, paul krugman is a lightweight thinker who doesn t have a clue caused huge economic damage to his follower s pocketbooks he and others should be fired by nytimes  ,0,pos
95,2020-01-26,Donald J. Trump, rep jim jordan delivers knockout blow to schiff s reputation  ,0,neg
96,2020-01-26,Donald J. Trump, shifty adam schiff is a corrupt politician and probably a very sick man he has not paid the price yet for what he has done to our country,0,neg
97,2020-01-26,Donald J. Trump, the impeachment hoax is a massive election interference the likes of which has never been seen before in just two hours the radical left do nothing democrats have seen their phony case absolutely shredded shifty is now exposed for illegally making up my phone call more,0,neg
98,2020-01-26,Donald J. Trump, true  ,0,neg
99,2020-01-26,Donald J. Trump,  ,0,neg
100,2020-01-26,Donald J. Trump, all democrats should watch this  ,0,neg
101,2020-01-26,Donald J. Trump,                      foxnews oann    ,0,neg
102,2020-01-26,Donald J. Trump, iranian foreign minister says iran wants to negotiate with the united states but wants sanctions removed foxnews oann no thanks,0,neg
103,2020-01-26,Donald J. Trump, previous quote from the great republican senator jim inhofe of oklahoma chairman of the senate armed services committee,0,neg
104,2020-01-25,Donald J. Trump, at the judges that we have right now,0,neg
105,2020-01-25,Donald J. Trump, you don t come to court and ask for witnesses after you ve already presented your case unless you know your case is not working i think their real motivation is for them to keep this president busy we re doing a great job on the economy we re building our military look,0,pos
106,2020-01-25,Donald J. Trump, martha is a great leader on this issue  ,0,pos
107,2020-01-25,Donald J. Trump, three great men  ,0,pos
108,2020-01-25,Donald J. Trump, such a great family  ,0,pos
109,2020-01-25,Donald J. Trump, thank you nick  ,0,pos
110,2020-01-25,Donald J. Trump, any fair minded person watching the senate trial today would be able to see how unfairly i have been treated and that this is indeed the totally partisan impeachment hoax that everybody including the democrats truly knows it is this should never be allowed to happen again,0,neg
111,2020-01-25,Donald J. Trump, our case against lyin cheatin liddle adam shifty schiff cryin chuck schumer nervous nancy pelosi their leader dumb as a rock aoc the entire radical left do nothing democrat party starts today at 1000 am on foxnews oann or fake news cnn or fake news msdnc,0,neg
112,2020-01-25,Donald J. Trump, secondly he is fulfilling every promise he made and that is making his opponents apoplectic they re trying to get him out of office and they re not going to succeed pastor robert jeffress author of choosing the extraordinary life thank you pastor loudobbs foxbus,0,pos
113,2020-01-25,Donald J. Trump, i like president trump s tweets social media i like everything about him and this ukraine stuff the trial the impeachment this isn t t about ukraine donald trump has committed the two unpardonable sins in the eyes of the democrats he beat hillary clinton in 2016 and,0,pos
114,2020-01-25,Donald J. Trump, intimidated by this national left wing media that reduces most politicians and most public figures to whining crying puddles of cowardice it is really something to have a man in the white house who has a courageous heart and does what he says he will do,0,pos
115,2020-01-25,Donald J. Trump, the great loudobbs people know after 3 years of this president the most historic president in our country s history that there is no one who can touch what he s done in 3 years foreign policy domestic policy you name it it s amazing just to have the guts not to be,0,pos
116,2020-01-25,Donald J. Trump, it was my honor to welcome our nation s mayors to the whitehouse as we continue to strengthen the bonds of cooperation between federal and local governments so that we can deliver great jobs excellent schools affordable healthcare and safe communities for all of our people  ,0,pos
117,2020-01-25,Donald J. Trump,    ,0,neg
118,2020-01-24,Donald J. Trump, after consultation with our great military leaders designers and others i am pleased to present the new logo for the united states space force the sixth branch of our magnificent military  ,0,pos
119,2020-01-24,Donald J. Trump, china has been working very hard to contain the coronavirus the united states greatly appreciates their efforts and transparency it will all work out well in particular on behalf of the american people i want to thank president xi,0,neg
120,2020-01-24,Donald J. Trump, marchforlife   t9s,0,neg
121,2020-01-24,Donald J. Trump, the do nothing democrats just keep repeating and repeating over and over again the same old stuff on the impeachment hoax they want to use up all of their time even though it is the wrong thing to do they ought to go back to work for our great american people,0,neg
122,2020-01-24,Donald J. Trump, read the transcripts,0,neg
123,2020-01-24,Donald J. Trump, more than anything else the radical left do nothing democrats like aoc omar cryin chuck nervous nancy shifty schiff are angry deranged over the fact that republicans are up to 191 federal judges two great new supreme court justices don t blame me blame obama,0,pos
124,2020-01-24,Donald J. Trump, jim is great  ,0,pos
125,2020-01-24,Donald J. Trump, cryin chuck never had what it takes and never will  ,0,neg
126,2020-01-24,Donald J. Trump, the impeachment hoax is interfering with the 2020 election but that was the idea behind the radical left do nothing dems scam attack they always knew i did nothing wrong,0,neg
127,2020-01-24,Donald J. Trump, i often get asked the question well isn t the president going to be stronger and harder to beat if he survives this the answer is yes but the congress has no choice it has a constitutional responsibility joe biden pres candidate even joe agrees with us foxandfriends,0,neg
128,2020-01-24,Donald J. Trump, after having been treated unbelievably unfairly in the house and then having to endure hour after hour of lies fraud deception by shifty schiff cryin chuck schumer their crew looks like my lawyers will be forced to start on saturday which is called death valley in tv,0,neg
129,2020-01-24,Donald J. Trump, a foreign power engaged in clandestine intelligence activities and yet they still asked for the renewal two more times and it gave the right for the government to rifle through the trump campaigns files emails text messages so how bad illegal is that foxnews,0,neg
130,2020-01-24,Donald J. Trump, frances hakes former federal prosecutor this is really significant the fbi had debunked the steele dossier in january of 2017 and then even after they did that even after they knew from the cia from their own sources they knew that carter page was not the agent of,0,neg
131,2020-01-24,Donald J. Trump, he s got to explain this how did hunter biden get a billion and a half dollars from china to invest when he d been in business for 60 days lindseygrahamsc foxnews,0,neg
132,2020-01-24,Donald J. Trump, 21 state attorney generals denouncing the impeachment of president trump foxnews,0,neg
133,2020-01-24,Donald J. Trump, jeanne mancini president march for life we have never had a president of the united states actually come in person to the march for life but now you do see you later jeanne heatherchilders foxnews,0,neg
134,2020-01-24,Donald J. Trump,  ,0,neg
135,2020-01-24,Donald J. Trump,  ,0,neg
136,2020-01-24,Donald J. Trump, carlos will win big very exciting great for florida great for usa he has my complete and total endorsement  ,0,pos
137,2020-01-24,Donald J. Trump,  ,0,neg
138,2020-01-24,Donald J. Trump, true  ,0,neg
139,2020-01-23,Donald J. Trump, that is a real fan thank you  ,0,pos
140,2020-01-23,Donald J. Trump, on my way see you soon  ,0,pos
141,2020-01-23,Donald J. Trump, crazy bernie takes the lead in the democrat primaries but it is looking more and more like the dems will never allow him to win will sleepy joe be able to stumble across the finish line,0,neg
142,2020-01-23,Donald J. Trump, democrats are going to destroy your social security i have totally left it alone as promised and will save it,0,neg
143,2020-01-23,Donald J. Trump, a poll of radical left do nothing democrats just came out in florida nice results  ,0,pos
144,2020-01-23,Donald J. Trump, i love alabama  ,0,neg
145,2020-01-23,Donald J. Trump, interesting poll in texas13 tx13  ,0,pos
146,2020-01-23,Donald J. Trump, close race in kansas  ,0,neg
147,2020-01-23,Donald J. Trump, president trump shows us that electability is no match for electricity by kellyannepolls  ,0,neg
148,2020-01-23,Donald J. Trump, the democrats have now conceded that president trump has not committed a crime arifleischer,0,neg
149,2020-01-23,Donald J. Trump, the united states looks forward to welcoming prime minister netanyahu blue white chairman gantzbe to the whitehouse next week reports about details and timing of our closelyheld peace plan are purely speculative,0,pos
150,2020-01-23,Donald J. Trump, the democrats don t want a witness trade because shifty schiff the biden s the fake whistleblower his lawyer the second whistleblower who vanished after i released the transcripts the socalled informer many other democrat disasters would be a big problem for them,0,pos
151,2020-01-23,Donald J. Trump, this is all about undermining the next election liz peek foxnews,0,neg
152,2020-01-23,Donald J. Trump, during his hopeless presidential campaign they will remain silent the fact is when mini losses he will be spending very little of his money on these clowns because he will consider himself to be the biggest clown of them all and he will be right,0,pos
153,2020-01-23,Donald J. Trump, mini mike bloomberg is playing poker with his foolhardy and unsuspecting democrat rivals he says that if he loses he really means when in the primaries he will spend money helping whoever the democrat nominee is by doing this he figures they won t hit him as hard,0,neg
154,2020-01-23,Donald J. Trump, the democrats shifty schiff whose presentation to the senate was loaded with lies and misrepresentations are refusing to state that the obama administration withheld aid from many countries including ukraine pakistan philippines egypt honduras mexico witch hunt,0,pos
155,2020-01-23,Donald J. Trump, no matter what you give to the radical left do nothing democrats it will never be enough,0,neg
156,2020-01-23,Donald J. Trump, the democrat house would not give us lawyers or not one witness but now demand that the republican senate produce the witnesses that the house never sought or even asked for they had their chance but pretended to rush most unfair corrupt hearing in congressional history,0,neg
157,2020-01-23,Donald J. Trump, in an impeachment you can t use a work of fiction as the theory for the case filling in gaps with presumptions against the president it was a weak presentation self indulgent he didn t deliver the goods robert charles heatherchilders foxnews,0,pos
158,2020-01-23,Donald J. Trump, of the 2020 election becsuse it weaponizes a process that should only be initiated in exceedingly rare circumstances and should never be used for partisan purposes heatherchilders foxnews the democrats are trying hard to damage republicans prior to the election,0,pos
159,2020-01-23,Donald J. Trump, attorney generals from 21 states are urging the senate to reject impeachment they say the articles have legal factual problems and the democrats case sets a dangerous historical precedent even an unsuccessful effort to impeach the president undermines the integrity,0,neg
160,2020-01-23,Donald J. Trump, there is no evidence of a crime robert charles fmr asst secy of state the crimes were committed by the other side,0,neg
161,2020-01-23,Donald J. Trump, schiff doesn t have a case telling the truth so he s manufacturing things rush limbaugh foxandfriends,0,neg
162,2020-01-23,Donald J. Trump, sorry if you come you will be immediately sent back  ,0,neg
163,2020-01-23,Donald J. Trump, see you on friday big crowd  ,0,pos
164,2020-01-22,Donald J. Trump, true  ,0,neg
165,2020-01-22,Donald J. Trump, no pressure,0,neg
166,2020-01-22,Donald J. Trump, will be great  ,0,pos
167,2020-01-22,Donald J. Trump, great working with you maria  ,0,pos
168,2020-01-22,Donald J. Trump, one of the many great things about our just signed giant trade deal with china is that it will bring both the usa china closer together in so many other ways terrific working with president xi a man who truly loves his country much more to come,0,pos
169,2020-01-22,Donald J. Trump, heading back to washington from davos switzerland very successful for usa trip,0,pos
170,2020-01-22,Donald J. Trump, not the senate s job to mop up the mess made in the house by the democrats biden admitted that he went to ukraine and did the quid pro quo stevescalise foxnews,0,neg
171,2020-01-22,Donald J. Trump, thank you wef  ,0,pos
172,2020-01-22,Donald J. Trump, they are taking the nomination away from bernie for a second time rigged,0,pos
173,2020-01-22,Donald J. Trump, steyer is a major loser just doesn t get it this is second time with bernie  ,0,pos
174,2020-01-22,Donald J. Trump, big story hope fake news covers it  ,0,pos
175,2020-01-22,Donald J. Trump, their case was so overwhelming in the house that they need demand witnesses in the senate  ,0,neg
176,2020-01-22,Donald J. Trump, enjoy  ,0,pos
177,2020-01-22,Donald J. Trump, will be interviewed at 500 am eastern by joesquawk on cnbc at the world economic forum in davos switzerland enjoy,0,pos
178,2020-01-22,Donald J. Trump, making great progress in davos tremendous numbers of companies will be coming or returning to the usa hottest economy jobs jobs jobs,0,pos
179,2020-01-22,Donald J. Trump, wow  ,0,neg
180,2020-01-21,Donald J. Trump, read the transcripts,0,neg
181,2020-01-21,Donald J. Trump, congratulations on your big ufc win  ,0,pos
182,2020-01-21,Donald J. Trump, the best is yet to come  ,0,neg
183,2020-01-21,Donald J. Trump, it s about the economy stupid except when it comes to trump the fact is the fake news media hates talking about the economy and how incredible it is,0,pos
184,2020-01-21,Donald J. Trump, everyone said it couldn t be done but for the first time in a generation there will be direct flights between serbia and kosovo another win thanks to whnsc ambassador robert o brien and ambassador richardgrenell  ,0,pos
185,2020-01-21,Donald J. Trump, representative randy weber txrandy14 of texas has been a huge supporter of our maga agenda from the very beginning strong on crime the border illegal immigration the 2nd amendment and our great military vets randy has my full endorsement,0,pos
186,2020-01-21,Donald J. Trump, representative john carter judgejohncarter from the great state of texas has been a tremendous supporter of our maga agenda he is strong on crime and borders great for our military and our vets and strong on our 2a john has my complete and total endorsement,0,neg
187,2020-01-21,Donald J. Trump, texas rep roger williams reprwilliams has done an incredible job representing the great state of texas roger is tough on crime strong on the border illegal immigration he loves our military our vets and protects our 2a roger has my total complete endorsement,0,pos
188,2020-01-21,Donald J. Trump, heading to davos switzerland to meet with world and business leaders and bring good policy and additional hundreds of billions of dollars back to the united states of america we are now number one in the universe by far,0,pos
189,2020-01-21,Donald J. Trump, excellent  ,0,pos
190,2020-01-21,Donald J. Trump,  ,0,neg
191,2020-01-21,Donald J. Trump, nancy can t fix it the do nothing dems have done great harm to our country  ,0,pos
192,2020-01-20,Donald J. Trump, i will never allow our great second amendment to go unprotected not even a little bit,0,pos
193,2020-01-20,Donald J. Trump, it was exactly three years ago today january 20 2017 that i was sworn into office so appropriate that today is also mlk jr day africanamerican unemployment is the lowest in the history of our country by far also best poverty youth and employment numbers ever great,0,pos
194,2020-01-20,Donald J. Trump, and they say you can add 7 to 10 to all trump numbers who knows  ,0,neg
195,2020-01-20,Donald J. Trump, two stone cold losers from amazon wp almost every story is a made up lie just like corrupt pol shifty schiff who fraudulently made up my call with ukraine fiction  ,0,pos
196,2020-01-20,Donald J. Trump, usa usa usa,0,neg
197,2020-01-20,Donald J. Trump, cryin chuck schumer is now asking for fairness when he and the democrat house members worked together to make sure i got zero fairness in the house so what else is new,0,neg
198,2020-01-20,Donald J. Trump, they didn t want john bolton and others in the house they were in too much of a rush now they want them all in the senate not supposed to be that way,0,neg
199,2020-01-20,Donald J. Trump, the democrat party in the great commonwealth of virginia are working hard to take away your 2nd amendment rights this is just the beginning don t let it happen vote republican in 2020,0,pos
200,2020-01-20,Donald J. Trump, a great show check it out tonight at 9pm foxnews  ,0,pos
201,2020-01-20,Donald J. Trump, in the house the president got less due process than the 911 terrorists got this is a corrupt process mark levin marklevinshow very much so repdougcollins foxnews,0,neg
202,2020-01-20,Donald J. Trump, i was thrilled to be back in the great state of texas tonight where the people are known for being tough strong hardworking loyal and fiercely patriotic just like america s incredible farmers afbf2020   t5m20s,0,pos
203,2020-01-19,Donald J. Trump, now mini mike bloomberg is critical of jack wilson who saved perhaps hundreds of people in a church because he was carrying a gun and knew how to use it jack quickly killed the shooter who was beginning a rampage mini is against the 2nd a his ads are fake just like him,0,pos
204,2020-01-19,Donald J. Trump, i have never seen the republican party as strong and as unified as it is right now thank you,0,neg
205,2020-01-19,Donald J. Trump, i will be going to austin texas leaving soon always like love being in the lone star state speaking to our great farmers they hit paydirt with our incredible new trade deals china japan mexico canada south korea and many others,0,pos
206,2020-01-19,Donald J. Trump,  ,0,neg
207,2020-01-19,Donald J. Trump, nancy pelosi said it s not a question of proof it s a question of allegations oh really judgejeanine foxnews what a disgrace this impeachment scam is for our great country,0,pos
208,2020-01-19,Donald J. Trump, if you listened to the flawed advice of paulkrugman at the nytimes a newspaper that was going broke until i came along you would have entirely missed the record breaking stock market and other numbers produced since election day 2016 sorry those are the facts,0,neg
209,2020-01-19,Donald J. Trump, but the best is yet to come,0,neg
210,2020-01-19,Donald J. Trump, a massive 200 billion dollar sea wall built around new york to protect it from rare storms is a costly foolish environmentally unfriendly idea that when needed probably won t work anyway it will also look terrible sorry you ll just have to get your mops buckets ready,0,pos
211,2020-01-19,Donald J. Trump, another fake book by two third rate washington post reporters has already proven to be inaccurately reported to their great embarrassment all for the purpose of demeaning and belittling a president who is getting great things done for our country at a record clip thank you,0,pos
212,2020-01-19,Donald J. Trump, they are taking the democrat nomination away from crazy bernie just like last time some things never change,0,neg
213,2020-01-19,Donald J. Trump, 95 approval rating in the republican party a record thank you,0,pos
214,2020-01-18,Donald J. Trump, trade deals drive stocks to record highs foxnews,0,neg
215,2020-01-18,Donald J. Trump, day after day really good news on the economy by the way this didn t just happen by accident it s the result of a lot of the policies that donald trump has put into place obviously the tax cut and now we have these two big trade deals stephenmoore great future growth,0,pos
216,2020-01-18,Donald J. Trump, tremendous surge in new housing construction in december 169 biggest in many years,0,neg
217,2020-01-18,Donald J. Trump, a great day at the white house for our national champions the lsu tigers  ,0,pos
218,2020-01-18,Donald J. Trump, congratulations geauxtigers  ,0,pos
219,2020-01-18,Donald J. Trump,                                                          ,0,neg
220,2020-01-18,Donald J. Trump, the noble people of iranwho love americadeserve a government that s more interested in helping them achieve their dreams than killing them for demanding respect instead of leading iran toward ruin its leaders should abandon terror and make iran great again  ,0,pos
221,2020-01-18,Donald J. Trump, the socalled supreme leader of iran who has not been so supreme lately had some nasty things to say about the united states and europe their economy is crashing and their people are suffering he should be very careful with his words,0,neg
222,2020-01-18,Donald J. Trump, your 2nd amendment is under very serious attack in the great commonwealth of virginia that s what happens when you vote for democrats they will take your guns away republicans will win virginia in 2020 thank you dems,0,pos
223,2020-01-18,Donald J. Trump, words of wisdom thank you ted  ,0,neg
224,2020-01-17,Donald J. Trump, heading to florida for big republican party event new stock market record jobs in usa at alltime high,0,pos
225,2020-01-17,Donald J. Trump, joe biden and bernie is shut out again very unfair but that s the way the democrats play the game anyway it s a lot of fun to watch,0,pos
